movie_id,rating
2624,102
2570,102
3872,102
1332,102
2587,102
387,102
1827,102
2898,102
259,102
9,102
2645,102
1004,101
3628,101
3643,101
1816,101
2051,101
3094,101
735,101
978,100
1432,100
26,100
1362,100
766,100
569,100
445,100
1758,100
3946,100
2327,100
2920,100
3799,100
190,100
2799,99
1981,99
126,99
2435,99
2927,99
13,99
57,99
2970,98
3726,98
2182,98
897,98
2903,98
1051,98
2495,98
1008,97
2239,97
3544,97
388,97
3214,97
944,97
1993,97
66,97
489,97
3497,96
2519,96
2036,96
2356,96
3943,96
1162,96
71,96
3391,96
2347,95
1841,95
2725,95
2178,95
3379,95
3613,94
1167,94
501,94
2661,94
1161,94
1460,94
3895,94
1111,94
421,94
1352,94
606,93
171,93
3076,93
2472,93
2634,93
72,93
456,93
929,93
998,93
181,93
2084,93
3096,93
3275,92
3662,92
3509,92
2330,92
3908,92
3619,92
3470,92
2801,91
2969,91
1788,91
2057,91
2807,91
132,91
1940,91
725,91
1980,91
1987,91
1184,91
3217,91
1647,90
1046,90
1410,90
1236,90
2856,90
2306,90
414,90
3678,90
93,89
650,89
3837,89
82,89
3453,89
416,89
2862,89
2204,89
92,88
3502,88
1661,88
3077,88
1526,88
3715,88
1605,88
1646,88
2682,88
3399,87
3720,87
2749,87
155,87
458,87
1654,87
3919,87
1216,87
2714,87
461,86
3370,86
302,86
3713,85
2488,85
3590,85
3046,85
2437,85
1621,85
3431,85
205,85
2721,85
697,85
1600,84
340,84
2521,84
1929,84
3622,84
927,84
1640,84
3810,83
2844,83
522,83
2265,83
2177,83
2264,83
3813,83
2651,82
973,82
2511,82
1936,82
2780,82
1454,82
3661,82
1670,82
3553,82
206,82
613,82
3859,82
3055,82
1733,82
2696,81
982,81
3768,81
174,81
1475,81
444,81
2983,81
3086,81
2075,81
1054,81
1440,81
1626,81
275,80
242,80
2113,79
2522,79
64,79
612,79
2168,79
2255,79
117,79
270,79
2738,79
3425,79
833,78
3230,78
639,78
1006,78
3572,77
917,77
2238,77
3224,77
3743,77
1655,77
3738,77
1355,77
3547,77
2928,77
1744,77
635,77
1934,77
881,77
2769,77
87,76
2271,76
2029,76
2098,76
1404,76
191,75
631,75
1601,75
424,75
30,74
483,74
2417,74
2445,74
3038,74
2267,74
3427,74
2295,74
3423,74
764,74
1642,74
3417,73
3117,73
3041,73
1545,73
3792,72
1870,72
1856,72
3432,72
2880,72
2786,72
2965,72
1202,72
3199,72
3447,72
408,72
1550,71
365,71
3669,71
3048,71
935,71
3340,71
2275,71
640,71
1442,71
3732,71
2665,71
3235,71
449,71
3112,70
35,70
2062,70
3822,70
3914,70
3180,70
1241,70
2276,70
2152,69
3909,69
469,69
2419,69
988,69
3658,69
2905,69
152,69
505,69
2621,69
1839,69
3858,69
3075,69
3746,69
893,69
8,68
2774,68
2607,68
3487,68
3579,68
528,68
3103,68
118,68
1881,68
2974,67
2874,67
513,67
1599,67
2609,67
615,67
453,67
61,67
609,67
354,67
3716,67
3118,66
3491,66
3511,66
3823,66
3714,66
255,66
3138,66
3211,66
2625,66
2073,66
3920,66
156,66
3795,66
2582,66
3696,65
2972,65
3013,65
1595,65
3042,65
2007,65
2649,65
1604,65
3375,65
3456,65
1456,64
3109,64
486,64
2589,64
1837,64
2597,64
1337,64
217,64
437,64
680,64
3774,64
1731,64
2868,63
2784,63
2781,63
1397,63
1937,63
1750,63
271,63
3368,63
1482,63
1398,63
3787,63
2446,63
3310,62
3459,62
1703,62
2250,62
3141,62
363,62
3694,62
2594,62
3679,62
580,62
711,62
3514,62
487,62
2656,62
2461,62
27,61
2790,61
3165,61
166,61
1943,61
321,61
326,61
2885,61
3718,61
2283,61
2741,61
1900,61
565,61
3064,60
3150,60
3577,60
3857,60
1887,60
1582,60
68,60
806,60
3596,60
102,60
2434,60
1581,59
759,59
882,59
2386,59
3428,59
3496,59
390,59
3692,58
3806,58
2818,58
2180,58
603,58
369,58
1684,58
2368,58
2425,58
3663,58
2667,58
959,58
1365,58
2035,57
803,57
2753,57
3241,57
3734,57
1523,57
2925,57
422,57
2835,56
670,56
3372,56
3127,56
3833,56
3304,56
976,56
1326,56
1609,55
747,55
3069,55
269,55
536,55
577,55
1336,55
1612,55
1746,55
3395,55
3947,55
2045,55
2507,54
3188,54
963,54
467,54
1865,54
1255,54
268,54
3518,54
2037,54
2210,54
2285,54
2751,54
313,54
3664,54
828,54
3950,54
990,54
2462,54
1791,53
113,53
1341,53
2820,53
3695,53
2104,53
2663,53
2362,53
3031,53
3302,53
2044,52
209,52
1516,52
2647,52
80,52
3903,52
2190,52
1232,52
2515,52
779,52
2939,52
1922,52
2499,52
715,52
3289,52
1428,52
1988,51
896,51
1756,51
1759,51
3605,51
3008,51
1427,51
3128,51
3393,51
1869,51
710,51
3790,51
3416,51
2652,51
964,51
1413,50
2733,50
3655,50
1180,50
3620,50
78,50
1056,50
3414,50
1113,50
840,50
1331,50
99,50
1624,50
1650,50
3737,50
499,49
870,49
1889,49
3144,49
182,49
1447,49
2260,49
1631,49
3602,49
325,49
3626,49
409,49
3014,49
1546,49
3281,49
3870,49
1854,48
2573,48
3371,48
2697,48
1497,48
2590,48
433,48
888,48
291,48
3588,48
1472,48
3318,48
2585,48
179,48
3433,48
309,48
667,47
731,47
668,47
1896,47
2655,47
3921,47
1739,47
813,47
463,47
498,47
1771,47
2440,47
149,47
3674,47
3839,47
2708,47
3680,47
347,46
3276,46
1439,46
2659,46
2618,46
3765,46
279,46
2812,46
1571,45
3320,45
1925,45
3284,45
3183,45
2516,45
3677,45
55,45
240,45
2977,45
564,45
3898,45
3719,45
472,44
1525,44
2479,44
3782,44
1860,44
2341,44
2237,44
97,44
937,44
2614,44
3808,44
1495,44
875,44
1812,44
3158,44
1417,43
1602,43
3731,43
3339,43
3454,43
885,43
3849,43
2345,43
3945,43
2400,43
808,43
1323,43
301,43
3804,43
3367,43
2286,43
1310,43
2876,43
2681,43
2284,43
3691,42
343,42
1798,42
2523,42
3133,42
2884,42
2055,42
2842,42
2653,42
2477,42
621,42
2893,42
2465,42
510,42
1105,42
294,42
495,42
869,42
1507,42
704,42
3838,42
2610,41
210,41
2630,41
335,41
2704,41
2810,41
602,41
1910,41
2848,41
2689,41
3780,41
116,41
54,41
3739,40
384,40
1317,40
3912,40
1826,40
3043,40
3632,40
2566,40
987,40
278,40
3951,40
3886,40
391,40
1473,40
3884,40
1563,40
3851,40
956,40
2032,40
3343,40
1668,39
3922,39
3539,39
3736,39
2646,39
488,39
3442,39
656,39
2179,39
3855,39
3446,39
254,38
2982,38
3659,38
2744,38
460,38
2307,38
3389,38
470,38
452,38
3816,38
3434,38
846,38
1867,38
3132,38
121,37
2049,37
1547,37
957,37
1677,37
1669,37
3820,37
2031,37
3569,37
496,37
970,37
3239,37
3597,37
2103,37
1829,37
3049,37
2979,37
1489,37
2552,37
2536,37
2638,36
705,36
1564,36
1415,36
1329,36
1809,36
1508,36
3021,36
1932,36
2620,36
1169,36
1551,36
665,35
2481,35
1044,35
3567,35
304,35
3331,35
1351,35
3759,35
1112,35
476,35
3002,35
2593,35
1068,35
568,35
2626,35
1053,35
3010,35
3667,35
2323,35
77,34
3537,34
211,34
1119,34
1463,34
3449,34
3805,34
3124,34
3610,34
2878,34
571,34
2537,34
1825,33
760,33
2766,33
2847,33
1123,33
2650,33
718,33
3390,33
3311,33
3900,33
201,33
103,33
3110,33
984,33
3073,33
2637,33
83,33
324,33
2205,33
3711,33
3143,33
3240,33
2886,33
3520,32
3218,32
3906,32
1859,32
2727,32
3913,32
2894,32
619,32
2756,32
1695,32
3403,32
753,32
1926,32
320,32
1322,32
2711,32
1596,32
1906,32
238,32
2449,32
2755,31
2938,31
1114,31
2635,31
341,31
443,31
1151,31
447,31
862,31
2758,31
746,31
1529,31
2992,31
3673,31
2131,30
1902,30
3222,30
40,30
2482,30
202,30
3843,30
1613,30
386,30
250,30
600,30
850,30
2849,30
685,30
3612,30
3587,30
1755,30
3559,30
3580,29
1152,29
2778,29
2813,29
183,29
484,29
295,29
3781,29
2086,29
3400,29
241,29
3122,29
1312,29
3221,29
1844,29
2579,29
3223,29
418,29
1928,29
3797,29
297,28
2853,28
824,28
583,28
220,28
2945,28
1585,28
2666,28
2493,28
3586,28
3934,28
3942,28
2577,28
3845,28
716,28
462,28
3540,28
263,28
2864,28
3761,28
38,28
3319,28
1696,28
214,28
2896,28
997,28
3338,27
3531,27
722,27
3938,27
702,27
1477,27
2559,27
1874,27
1583,27
2426,27
2494,27
3931,27
2339,27
2196,27
49,27
3329,27
554,26
